1	0.00000	NaN	NaN	NaN	NaN	NaN	NaN
2	0.00200	NaN	NaN	NaN	NaN	NaN	NaN
3	0.00400	NaN	NaN	NaN	NaN	NaN	NaN
4	0.00600	NaN	NaN	NaN	NaN	NaN	NaN
5	0.00800	NaN	NaN	NaN	NaN	NaN	NaN
6	0.01000	NaN	NaN	NaN	NaN	NaN	NaN
7	0.01200	NaN	NaN	NaN	NaN	NaN	NaN
8	0.01400	NaN	NaN	NaN	NaN	NaN	NaN
9	0.01600	NaN	NaN	NaN	NaN	NaN	NaN
10	0.01800	NaN	NaN	NaN	NaN	NaN	NaN
11	0.02000	NaN	NaN	NaN	NaN	NaN	NaN
12	0.02200	NaN	NaN	NaN	NaN	NaN	NaN
13	0.02400	NaN	NaN	NaN	NaN	NaN	NaN
14	0.02600	NaN	NaN	NaN	NaN	NaN	NaN
15	0.02800	NaN	NaN	NaN	NaN	NaN	NaN
16	0.03000	NaN	NaN	NaN	NaN	NaN	NaN
17	0.03200	NaN	NaN	NaN	NaN	NaN	NaN
18	0.03400	NaN	NaN	NaN	NaN	NaN	NaN
19	0.03600	NaN	NaN	NaN	NaN	NaN	NaN
20	0.03800	NaN	NaN	NaN	NaN	NaN	NaN
21	0.04000	NaN	NaN	NaN	NaN	NaN	NaN
22	0.04200	NaN	NaN	NaN	NaN	NaN	NaN
23	0.04400	NaN	NaN	NaN	NaN	NaN	NaN
24	0.04600	NaN	NaN	NaN	NaN	NaN	NaN
25	0.04800	NaN	NaN	NaN	NaN	NaN	NaN
26	0.05000	NaN	NaN	NaN	NaN	NaN	NaN
27	0.05200	NaN	NaN	NaN	NaN	NaN	NaN
28	0.05400	NaN	NaN	NaN	NaN	NaN	NaN
29	0.05600	NaN	NaN	NaN	NaN	NaN	NaN
30	0.05800	NaN	NaN	NaN	NaN	NaN	NaN
31	0.06000	NaN	NaN	NaN	NaN	NaN	NaN
32	0.06200	NaN	NaN	NaN	NaN	NaN	NaN
33	0.06400	NaN	NaN	NaN	NaN	NaN	NaN
34	0.06600	NaN	NaN	NaN	NaN	NaN	NaN
35	0.06800	NaN	NaN	NaN	NaN	NaN	NaN
